fecha,trigo,maiz,sorgo,girasol,soja,tipo_cambio_bna_vendedor,trigo_usd,maiz_usd,sorgo_usd,girasol_usd,soja_usd
2021-05-03,2056000,2094000,1962000,4205000,3090000,93.67,21949.396818618556,22355.07633180314,20945.873812319845,44891.640866873066,32988.14988790434
2021-05-04,2104000,2155000,1964000,4208000,3142000,93.71,22452.246291751148,22996.478497492266,20958.27553089318,44904.492583502295,33528.972361540924
2021-05-05,2105000,2227000,1950000,4210000,3170000,93.75,22453.333333333332,23754.666666666668,20800.0,44906.666666666664,33813.333333333336
2021-05-06,2150000,2230000,1918500,4211500,3230000,93.79,22923.552617549845,23776.52201727263,20455.272417102035,44903.507836656354,34438.63951380744
2021-05-07,2193000,2294000,1900000,4215000,3300000,93.85,23367.075119872137,24443.26052210975,20245.071923281834,44912.09376664891,35162.49334043687
2021-05-10,2140000,2230000,1910000,4218000,3280000,93.93,22782.923453635685,23741.08378579793,20334.291493665492,44905.78090067071,34919.6209943575
2021-05-11,2155000,2280000,1910000,4219000,3350000,93.95,22937.73283661522,24268.227780734433,20329.962746141566,44906.86535391166,35657.264502394886
2021-05-12,2157000,2204000,1910000,4220000,3395000,93.98,22951.691849329643,23451.798254947862,20323.47307937859,44903.17088742286,36124.7073845499
2021-05-13,2158000,2092000,1876000,4221000,3237000,94.01,22955.004786724814,22252.951813636846,19955.32390171258,44899.478778853314,34432.507180087225
2021-05-14,2159000,2017500,1877000,4223000,3232000,94.04,22958.315610378562,21453.636750319012,19959.591663122075,44906.42279880901,34368.35389196086
2021-05-17,2161000,2022000,1879000,4227000,3260000,94.13,22957.611813449486,21480.930627855094,19961.755019653672,44905.98108998194,34632.95442473175
2021-05-18,2161000,2020000,1879000,4229000,3255000,94.16,22950.29736618522,21452.84621920136,19955.395072217503,44912.91418861513,34568.81903143586
2021-05-19,2160000,1973000,1880000,4230000,3240000,94.2,22929.936305732484,20944.7983014862,19957.537154989383,44904.458598726116,34394.90445859873
2021-05-20,2130000,2020000,1880000,4232000,3235000,94.24,22601.8675721562,21434.63497453311,19949.066213921902,44906.62139219016,34327.24957555178
2021-05-21,2070000,1976000,1881000,4233000,3292500,94.27,21958.20515540469,20961.069269120613,19953.325554259045,44902.93836851597,34926.275591386446
2021-05-26,2050000,1910000,1838500,4243000,3205500,94.48,21697.71380186283,20215.91871295512,19459.144792548686,44908.975444538526,33927.815410668925
2021-05-27,2060000,2028000,1839400,4245000,3254300,94.53,21792.023696181106,21453.50682323072,19458.373003279383,44906.37892732466,34426.108113826296
2021-05-28,2066500,1981500,1840000,4246000,3199000,94.56,21853.84940778342,20954.94923857868,19458.544839255497,44902.707275803725,33830.37225042301
2021-05-31,2070000,1957000,1796000,4254000,3205000,94.56,21890.862944162436,20695.85448392555,18993.23181049069,44987.30964467005,33893.824027072755
2021-06-01,2070000,2032500,1749000,4254000,3235000,94.73,21851.578169534467,21455.716246173335,18463.00010556318,44906.57658608677,34149.68858862029
2021-06-02,2070000,1986000,1749500,4210000,3215000,94.77,21842.35517568851,20955.998733776512,18460.48327529809,44423.34071963702,33924.23762794134
2021-06-03,2072000,1970000,1740000,4210000,3177000,94.81,21854.234785360193,20778.398903069297,18352.49446260943,44404.59867102626,33509.12351017825
2021-06-04,2083000,1990000,1750000,4213000,3171000,94.86,21958.675943495677,20978.283786632932,18448.239510858108,44412.81889099726,33428.20999367489
2021-06-07,2083000,1950000,1735000,4218000,3162000,94.98,21930.93282796378,20530.638029058748,18267.003579700988,44409.349336702464,33291.21920404296
2021-06-08,2086000,1972000,1725000,4219000,3167000,95.01,21955.58362277655,20755.70992527102,18155.98358067572,44405.85201557731,33333.33333333333
2021-06-09,2087000,1945000,1727000,4220000,3150000,95.05,21956.864807995793,20462.91425565492,18169.384534455552,44397.68542872173,33140.45239347712
2021-06-10,2088000,1955000,1727000,4223500,3110000,95.11,21953.527494480077,20555.146672274208,18157.92240563558,44406.47671117653,32698.980128272528
2021-06-11,2070000,1915000,1727000,4225000,3040000,95.13,21759.697256386,20130.34794491748,18154.104909071797,44412.90865131925,31956.270366866396
2021-06-14,2065000,1837000,1730000,4230000,2997000,95.25,21679.79002624672,19286.089238845143,18162.72965879265,44409.44881889764,31464.56692913386
2021-06-15,2050000,1815000,1712000,4185000,2998000,95.3,21511.017838405038,19045.120671563483,17964.32318992655,43913.955928646385,31458.551941238195
2021-06-16,2030000,1815000,1712000,4185000,2998000,95.31,21298.919315916482,19043.12244255587,17962.438359038926,43909.34844192635,31455.251285279614
2021-06-17,2000000,1742000,1713000,3997000,2855100,95.37,20970.95522701059,18265.702002726222,17961.62315193457,41910.45402118066,29937.08713431897
2021-06-18,1995000,1789000,1713000,3810000,2950000,95.37,20918.527838943064,18758.519450560972,17961.62315193457,39949.66970745517,30932.15895984062
2021-06-22,1950000,1770000,1715000,3700000,2954000,95.49,20420.986490732015,18535.972353125984,17959.995811079694,38747.51282856844,30935.176458267884
2021-06-23,1955000,1760000,1716000,3336000,2955000,95.53,20464.775463205275,18423.531874803728,17962.943577933635,34920.96723542343,30932.69130116194
2021-06-24,1950000,1764000,1716300,3242000,2917000,95.55,20408.163265306124,18461.53846153846,17962.32339089482,33929.87964416536,30528.519099947673
2021-06-25,1910000,1765000,1717000,3200000,2910000,95.6,19979.07949790795,18462.34309623431,17960.251046025107,33472.803347280336,30439.330543933058
2021-06-28,1910000,1780000,1719000,3200000,2960000,95.69,19960.28843139304,18601.734768523358,17964.259588253735,33441.32093217682,30933.22186226356
2021-06-29,1910000,1790000,1719000,3200000,2940000,95.71,19956.117438094243,18702.329955072615,17960.50569428482,33434.332880576745,30717.793334029884
2021-06-30,1910000,1824500,1719500,3200000,3037500,95.72,19954.03259506895,19060.802340158796,17963.85290430422,33430.83994985374,31733.18010865023
2021-07-01,1921000,1840000,1720000,3249000,3068000,95.76,20060.568086883875,19214.70342522974,17961.57059314954,33928.57142857143,32038.429406850457
2021-07-02,1931000,1811500,1720500,3250000,3106000,95.79,20158.68044681073,18911.159828792148,17961.165048543688,33928.38500887358,32425.096565403484
2021-07-05,1933000,1810000,1722000,3253000,3115000,95.79,20179.559452970036,18895.500574172667,17976.82430316317,33959.70351811253,32519.052093120365
2021-07-06,1935000,1704000,1722000,3254000,3000000,95.91,20175.164216452926,17766.656240225213,17954.332186424774,33927.64049629861,31279.324366593682
2021-07-07,1940000,1725000,1723000,3255000,3050000,95.94,20220.971440483638,17979.987492182616,17959.141129872838,33927.45465916198,31790.70252240984
2021-07-08,1940000,1735000,1724000,3257000,3068000,95.99,20210.43858735285,18074.799458276906,17960.204187936244,33930.61777268466,31961.662673195126
2021-07-12,1949000,1752000,1726000,3260000,3121500,96.09,20283.06795712353,18232.90665001561,17962.326985118118,33926.52721407014,32485.17015298158
2021-07-13,1966000,1796000,1726500,3261000,3165000,96.12,20453.599667082814,18684.977111943404,17961.922596754055,33926.34207240948,32927.59051186017
2021-07-14,1990000,1919000,1680000,3310000,3180000,96.16,20694.67554076539,19956.3227953411,17470.88186356073,34421.797004991684,33069.88352745424
2021-07-15,2000000,1850000,1680000,3320000,3190000,96.18,20794.34393844874,19234.768143065085,17467.24890829694,34518.61093782491,33166.978581825744
2021-07-16,2015000,1855000,1680000,3330000,3250000,96.22,20941.59218457701,19278.73622947412,17459.987528580335,34608.18956557888,33776.76158802744
2021-07-19,2020000,1810000,1586000,3360000,3180000,96.31,20973.93832416156,18793.479389471497,16467.656525802096,34887.342955041015,33018.378153878104
2021-07-20,2020000,1810000,1587000,3360000,3230000,96.34,20967.40709985468,18787.627153830184,16472.908449242266,34876.47913639194,33527.09155075773
2021-07-21,2020000,1850000,1587000,3360000,3231000,96.36,20963.05520963055,19198.837691988378,16469.489414694894,34869.2403486924,33530.510585305106
2021-07-22,2020000,1790000,1587500,3367000,3185000,96.41,20952.183383466447,18566.538740794524,16466.134218442072,34923.76309511461,33035.992117000314
2021-07-23,2021000,1780000,1587500,3367000,3185000,96.42,20960.38166355528,18460.90022816843,16464.426467537854,34920.14104957478,33032.56585770587
2021-07-26,2023000,1754000,1589000,3372000,3180000,96.54,20955.04454112285,18168.634762792622,16459.498653407914,34928.52703542573,32939.7141081417
2021-07-27,2023000,1783000,1590000,3373000,3202000,96.57,20948.534741638192,18463.290877083982,16464.740602671638,34928.03147975562,33157.29522626074
2021-07-28,2023000,1755000,1591000,3375000,3205000,96.61,20939.861298002277,18165.821343546217,16468.274505744746,34934.27181451196,33174.6196045958
2021-07-29,2000000,1800000,1592000,3424000,3240000,96.64,20695.364238410595,18625.827814569537,16473.509933774836,35430.46357615894,33526.49006622517
2021-07-30,1978000,1805000,1592000,3473000,3194000,96.69,20457.131037335817,18667.90774640604,16464.991209018513,35918.91612369428,33033.405729651466
2021-08-02,2107000,1815000,1595000,3525000,3220000,96.79,21768.77776629817,18751.937183593345,16478.975100733547,36419.051554912694,33267.89957640252
2021-08-03,2070000,1830000,1594000,3530000,3188000,96.81,21382.088627207933,18903.005887821506,16465.24119409152,36463.17529180869,32930.48238818304
2021-08-04,2029000,1836000,1595000,3575000,3198000,96.83,20954.24971599711,18961.065785397088,16472.16771661675,36920.37591655479,33026.95445626356
2021-08-05,2098000,1837000,1576000,3578000,3239000,96.89,21653.421405717825,18959.64495820002,16265.868510682218,36928.47559087625,33429.66250387037
2021-08-06,2120000,1847000,1576000,3578000,3240000,96.9,21878.224974200206,19060.887512899895,16264.189886480906,36924.66460268317,33436.53250773994
2021-08-09,2125000,1840000,1578000,3582000,3195000,97.0,21907.21649484536,18969.072164948455,16268.041237113403,36927.83505154639,32938.14432989691
2021-08-10,2130000,1840000,1590000,3630000,3245000,97.03,21951.973616407297,18963.207255487992,16386.68453055756,37411.1099659899,33443.26496959703
2021-08-11,2179000,1850000,1590000,3660000,3260000,97.04,22454.657873042044,19064.303380049463,16384.99587798846,37716.405605935695,33594.39406430338
2021-08-12,2228000,1898000,1590000,3680000,3290000,97.07,22952.508499021325,19552.89996909447,16379.932007829402,37910.7860306995,33893.06685896776
2021-08-13,2258000,1915000,1598000,3700000,3320000,97.11,23251.982288126866,19719.90526207394,16455.565853156215,38101.12243847184,34188.03418803419
2021-08-17,2203000,1844000,1600000,3726000,3338000,97.25,22652.956298200515,18961.439588688947,16452.442159383034,38313.62467866324,34323.90745501286
2021-08-18,2203000,1844000,1601500,3785000,3353000,97.25,22652.956298200515,18961.439588688947,16467.866323907456,38920.308483290486,34478.14910025707
2021-08-19,2204000,1796000,1602000,3883000,3301000,97.28,22656.25,18462.17105263158,16467.927631578947,39915.70723684211,33932.97697368421
2021-08-20,2204000,1796500,1602000,3885000,3320000,97.31,22649.265234816565,18461.617511047167,16462.850683383003,39923.95437262357,34117.76795807214
2021-08-23,2206500,1810000,1604000,3888000,3305000,97.4,22654.004106776178,18583.162217659137,16468.17248459959,39917.864476386036,33932.23819301848
2021-08-24,2200000,1848000,1605000,3890000,3360000,97.45,22575.679835813236,18963.57106208312,16469.98460749102,39917.90661877886,34479.2201128784
2021-08-25,2218000,1858000,1605000,3891000,3371000,97.48,22753.385309807138,19060.320065654494,16464.91588018055,39915.88018054985,34581.4526056627
2021-08-26,2230000,1860000,1606000,3893000,3397000,97.53,22864.759561160667,19071.055059981543,16466.728186199118,39915.92330564954,34830.308622987795
2021-08-30,2243000,1784500,1609000,4096000,3276000,97.71,22955.685190870947,18263.22791935319,16467.096510080853,41919.96725002559,33527.78630641695
2021-08-31,2235000,1805000,1609400,4097000,3275000,97.74,22866.789441375076,18467.362390014325,16466.134642930225,41917.33169633722,33507.264170247596
2021-09-01,2235000,1815000,1600000,4098000,3255000,97.78,22857.43505829413,18562.07813458785,16363.264471262017,41910.41112701984,33289.016158723665
2021-09-02,2236000,1855000,1611000,4100000,3290000,97.83,22855.97464990289,18961.463763671676,16467.341306347746,41909.43473372176,33629.765920474296
2021-09-03,2246000,1860000,1611500,4060000,3330000,97.86,22951.154710811363,19006.74432863274,16467.402411608422,41487.83977110157,34028.203556100554
2021-09-06,2246000,1855000,1613000,4025000,3325000,97.86,22951.154710811363,18955.650929899857,16482.730431228287,41130.185979971386,33977.11015736767
2021-09-07,2250000,1868000,1513500,4010000,3300000,97.99,22961.526686396573,19063.16971119502,15445.453617716094,40922.543116644556,33676.905806714974
2021-09-08,2250000,1897000,1614000,4010000,3326000,98.01,22956.841138659318,19355.167840016325,16467.707376798284,40914.192429343944,33935.312723191506
2021-09-09,2250000,1908000,1614500,4012000,3327000,98.05,22947.47577766446,19459.45945945946,16466.088730239673,40917.89903110658,33931.66751657318
2021-09-10,2251500,1912000,1615000,4013500,3330000,98.09,22953.41013355082,19492.302987052706,16464.471403812826,40916.50525028035,33948.41472117443
2021-09-13,2254000,1913800,1666000,4017500,3361000,98.19,22955.494449536614,19490.783175476117,16967.10459313576,40915.57185049394,34229.554944495365
2021-09-14,2254000,1940000,1666000,4020000,3395000,98.21,22950.81967213115,19753.589247530803,16963.649322879544,40932.69524488341,34568.78118317891
2021-09-15,2255000,1962000,1618000,4120000,3431500,98.25,22951.653944020356,19969.465648854963,16468.19338422392,41933.84223918575,34926.208651399495
2021-09-16,2256000,1982000,1640000,4220000,3435000,98.3,22950.152594099694,20162.767039674465,16683.62156663276,42929.80671414039,34944.048830111904
2021-09-17,2270000,1968000,1646000,4300000,3436000,98.36,23078.4871899146,20008.133387555918,16734.44489629931,43716.95811305409,34932.899552663686
2021-09-20,2270000,2005000,1670000,4400000,3380000,98.46,23055.04773512086,20363.599431241113,16961.202518789356,44688.198253097704,34328.66138533415
2021-09-21,2270000,1990000,1641000,4420000,3410000,98.47,23052.706408043057,20209.20077180867,16664.974103787958,44886.76754341424,34629.83649842592
2021-09-22,2280000,1990000,1641000,4472000,3440000,98.49,23149.558330795007,20205.096964158798,16661.590009137984,45405.62493654178,34927.40379733983
2021-09-23,2311000,1996000,1640000,4524000,3442000,98.54,23452.405114674242,20255.73371219809,16642.987619240917,45910.290237467016,34929.977674040994
2021-09-24,2360000,2016000,1672000,4544000,3443000,98.56,23944.805194805194,20454.545454545456,16964.285714285714,46103.896103896106,34933.03571428571
2021-09-27,2333000,2017000,1673000,4567000,3446000,98.63,23654.060630639768,20450.16729189902,16962.38466997871,46304.36986718037,34938.659637027275
2021-09-28,2363000,1999000,1674000,4569000,3397000,98.66,23950.94263125887,20261.504155686194,16967.362659639166,46310.56152442733,34431.380498682345
2021-09-29,2365000,2020000,1675000,4600000,3405000,98.72,23956.645056726094,20461.91247974068,16967.179902755266,46596.43435980551,34491.49108589951
2021-09-30,2365000,1990000,1675000,4602000,3390000,98.74,23951.792586591047,20153.93963945716,16963.743163864696,46607.251367227065,34332.59064209034
2021-10-01,2396000,1942000,1676000,4605000,3382000,98.79,24253.46695009616,19657.860107298307,16965.2798866282,46614.029760097175,34234.23423423423
2021-10-04,2407000,1934000,1677000,4617000,3384000,98.86,24347.562209184707,19563.018409872548,16963.382561197654,46702.40744487153,34230.22455998381
2021-10-05,2418000,1924500,1678000,4637000,3414000,98.89,24451.41065830721,19461.01729194054,16968.34867023966,46890.48437658004,34523.20760440894
2021-10-06,2418500,1925000,1678000,4640000,3415000,98.92,24449.049737161342,19460.16983420946,16963.202587949858,46906.59118479579,34522.84674484432
2021-10-07,2419000,1960000,1678500,4600000,3445000,98.94,24449.161107742068,19809.985850010107,16964.827167980595,46492.82393369719,34819.082272084095
2021-10-12,2423000,1875000,1681000,4600000,3365000,99.09,24452.517913008374,18922.191946715106,16964.37581996165,46422.44424260773,33959.02714703805
2021-10-13,2374000,1830000,1680000,4600000,3403000,99.12,23950.766747376914,18462.469733656173,16949.15254237288,46408.39386602098,34332.12267958031
2021-10-14,2355000,1855000,1682000,4602000,3460000,99.16,23749.49576442114,18707.139975796694,16962.484872932633,46409.84267849939,34893.10205728116
2021-10-15,2375500,1881000,1682500,4603000,3474000,99.18,23951.401492236335,18965.517241379308,16964.105666465013,46410.566646501306,35027.22323049002
2021-10-18,2280000,1900000,1684000,4610000,3487000,99.27,22967.66394681173,19139.71995567644,16963.83600282059,46439.00473456231,35126.422887075656
2021-10-19,2280000,1910000,1685000,4610000,3518500,99.31,22958.413050045314,19232.705669116905,16967.07280233612,46420.30007048635,35429.463296747555
2021-10-21,2271000,1920000,1655000,4800000,3510000,99.37,22853.980074469153,19321.72687933984,16654.92603401429,48304.3171983496,35322.531951293146
2021-10-22,2271500,1920000,1655000,4800000,3490000,99.39,22854.41191266727,19317.838816782372,16651.574605091057,48294.59704195593,35114.19659925546
2021-10-25,2273500,1900000,1638000,4800000,3504500,99.48,22853.83996783273,19099.316445516684,16465.62123039807,48250.90470446321,35228.18657016486
2021-10-26,2250000,1900000,1639500,4800000,3500000,99.56,22599.437525110487,19083.969465648854,16467.45680996384,48212.13338690237,35154.68059461631
2021-10-27,2280000,1900000,1641000,4800000,3495000,99.65,22880.080280983442,19066.7335674862,16467.636728549925,48168.590065228294,35072.754641244355
2021-10-28,2280000,1900000,1641500,4760000,3492000,99.69,22870.899789346975,19059.083157789148,16466.04473868994,47748.01885846123,35028.58862473669
2021-10-29,2290000,1911000,1642000,4730000,3485000,99.72,22964.300040112314,19163.658243080627,16466.105094263938,47432.81187324509,34947.85399117529
2021-11-01,2316000,1923000,1643000,4730000,3505000,99.81,23204.08776675684,19266.606552449655,16461.276425207896,47390.04107804829,35116.72177136559
2021-11-02,2392000,1923000,1670000,4730000,3522000,99.86,23953.5349489285,19256.9597436411,16723.412777889043,47366.312837973164,35269.37712797917
2021-11-03,2363000,1935000,1695000,4730000,3515000,99.91,23651.28615754179,19367.430687618857,16965.268741867683,47342.60834751276,35181.663497147434
2021-11-04,2434000,1915000,1695000,4730000,3462000,99.96,24349.739895958384,19157.66306522609,16956.782713085235,47318.92757102841,34633.85354141657
2021-11-05,2400000,1912000,1685000,4730000,3430000,99.94,24014.40864518711,19131.4788873324,16860.116069641786,47328.39703822294,34320.592355413246
2021-11-08,2407000,1947500,1698000,4730000,3400000,100.08,24050.759392486012,19459.43245403677,16966.42685851319,47262.19024780176,33972.82174260591
2021-11-09,2418000,1998000,1698500,4731500,3453000,100.11,24153.431225651784,19958.04614923584,16966.337029267805,47263.01068824293,34492.05873539107
2021-11-10,2448000,1999000,1799000,4731500,3475000,100.15,24443.33499750374,19960.059910134798,17963.055416874686,47244.133799301046,34697.953070394404
2021-11-11,2429000,1999500,1799500,4718000,3478000,100.15,24253.619570644034,19965.052421367945,17968.047928107837,47109.33599600599,34727.90813779331
2021-11-12,2410000,2000000,1800000,4720000,3510000,100.22,24047.096387946516,19956.096587507483,17960.486928756734,47096.387946517665,35022.94951107563
2021-11-15,2365000,2002000,1801000,4723000,3590000,100.27,23586.316944250524,19966.091552807422,17961.50393936372,47102.82237957515,35803.331006283035
2021-11-16,2370000,2005000,1802000,4724000,3580000,100.29,23631.468740652108,19992.023132914546,17967.893109981054,47103.40013959517,35696.48020739854
2021-11-17,2355000,2026000,1802700,4720000,3618000,100.35,23467.8624813154,20189.337319382164,17964.12556053812,47035.37618335825,36053.81165919283
2021-11-18,2355000,2025000,1850000,4720000,3590000,100.41,23453.839259037944,20167.31401254855,18424.459715167814,47007.27019221193,35753.41101483916
2021-11-19,2305000,2025000,1905000,4720000,3590000,100.46,22944.45550467848,20157.276527971335,18962.771252239698,46983.87417877762,35735.616165638065
2021-11-23,2260000,2051000,1905000,4730000,3588000,100.57,22471.910112359554,20393.755593119222,18942.03042656856,47031.918067018,35676.64313413543
2021-11-24,2290000,2073500,1908000,4730000,3573000,100.62,22758.894851918107,20607.23514211886,18962.432915921287,47008.54700854701,35509.83899821109
2021-11-25,2330000,2080000,1909000,4730000,3577000,100.62,23156.43013317432,20671.834625322997,18972.371297952694,47008.54700854701,35549.59252633671
2021-11-26,2360000,2090000,1911400,4730000,3505000,100.8,23412.698412698413,20734.126984126986,18962.301587301587,46924.60317460317,34771.8253968254
2021-11-29,2380000,2095000,1914000,4720000,3505000,100.94,23578.363384188626,20754.903903308896,18961.75946106598,46760.45175351694,34723.59817713493
2021-11-30,2340000,2045000,1920000,4535000,3426000,100.96,23177.496038034868,20255.54675118859,19017.43264659271,44918.77971473851,33934.23137876387
2021-12-01,2310000,2076000,1920000,4530000,3490000,101.0,22871.287128712873,20554.455445544554,19009.90099009901,44851.485148514854,34554.455445544554
2021-12-02,2300000,2120000,1920000,4540000,3531500,101.1,22749.75272007913,20969.33728981207,18991.097922848665,44906.03363006924,34930.761622156286
2021-12-03,2335000,2130000,1923000,4740000,3605000,101.16,23082.24594701463,21055.753262158956,19009.489916963226,46856.4650059312,35636.61526294978
2021-12-06,2350000,2132000,1925000,4750000,3568000,101.28,23203.00157977883,21050.552922590836,19006.714060031594,46899.68404423381,35229.06793048973
2021-12-07,2410000,2165000,1923000,4757000,3580000,101.42,23762.571484914217,21346.87438375074,18960.757247091304,46903.96371524354,35298.75764149083
2021-12-09,2422000,2179000,1925500,4757000,3588000,101.54,23852.668898956075,21459.523340555446,18962.97025802639,46848.53259799094,35335.82824502659
2021-12-10,2440000,2184000,1956000,4763000,3615000,101.55,24027.572624322995,21506.64697193501,19261.447562776957,46903.00344657804,35598.22747415066
2021-12-13,2420000,2162000,1970000,4770000,3603000,101.7,23795.476892822026,21258.603736479843,19370.698131760077,46902.654867256635,35427.72861356932
2021-12-14,2438000,2194000,1980000,4771000,3657000,101.78,23953.625466692865,21556.29789742582,19453.723717822755,46875.6140695618,35930.4382000393
2021-12-15,2418000,2200000,1981000,4776000,3648000,101.82,23747.790218031823,21606.757022196034,19455.902573168336,46906.30524454921,35827.931644077784
2021-12-16,2441000,2207000,2009000,4780000,3685000,101.9,23954.85770363101,21658.48871442591,19715.40726202159,46908.734052993124,36162.90480863592
2021-12-17,2470000,2230000,2036000,4783000,3705000,101.98,24220.435379486174,21867.032751519906,19964.698960580507,46901.35320651108,36330.65306922926
2021-12-20,2497000,2245000,2039000,4791000,3695000,102.13,24449.231371781065,21981.787917360227,19964.75080779399,46910.799960834236,36179.37922255949
2021-12-21,2500000,2265000,2040000,4745000,3735000,102.24,24452.26917057903,22153.755868544602,19953.051643192488,46410.406885759,36531.69014084507
2021-12-22,2485000,2306000,2041200,4595000,3760000,102.26,24300.801877566984,22550.361822804614,19960.884021122627,44934.4807353804,36769.02014472912
2021-12-23,2470000,2270000,2042000,4495000,3778000,102.3,24144.672531769305,22189.63831867058,19960.899315738025,43939.39393939394,36930.59628543499
2021-12-27,2475000,2300000,2047000,4500000,3850000,102.54,24136.922176711527,22430.271113711722,19962.94129120343,43885.31304856641,37546.3233859957
2021-12-28,2460000,2300000,2048000,4500000,3882000,102.62,23971.93529526408,22412.785032157473,19957.12336776457,43851.10114987332,37828.883258624046
2021-12-29,2460000,2305000,2050000,4510000,3860000,102.68,23957.927541877678,22448.383326840667,19964.939618231398,43922.867160109075,37592.520451889366
2021-12-30,2440000,2290000,2050000,4511000,3780000,102.72,23753.894080996884,22293.61370716511,19957.165109034268,43915.4984423676,36799.06542056075
2022-01-03,2440000,2305000,2056000,4550000,3830000,103.0,23689.320388349515,22378.64077669903,19961.165048543688,44174.7572815534,37184.46601941747
2022-01-04,2428000,2315000,2058000,4580000,3889000,103.09,23552.235910369578,22456.1063148705,19963.139004753128,44427.19953438743,37724.31855660103
2022-01-05,2440000,2367600,2059000,4633000,3915000,103.14,23657.16501842156,22955.20651541594,19963.15687415164,44919.52685669963,37958.115183246075
2022-01-06,2440000,2325000,2061000,4740000,3930000,103.24,23634.250290585045,22520.340953118946,19963.19256102286,45912.43703990702,38066.64083688493
2022-01-07,2425000,2350000,2062000,4948000,4000000,103.28,23479.860573199072,22753.679318357863,19965.14329976762,47908.59798605732,38729.66692486445
2022-01-10,2435000,2370000,2076500,4940000,3957000,103.51,23524.297169355617,22896.338518017583,20060.863684668147,47724.857501690654,38228.19051299391
2022-01-11,2436000,2377300,2119000,4920000,3985000,103.56,23522.595596755502,22955.774430281963,20461.568173039785,47508.69061413673,38480.10814986481
2022-01-12,2447000,2385000,2121500,4920000,4025000,103.68,23601.466049382714,23003.47222222222,20461.998456790123,47453.7037037037,38821.37345679012
2022-01-13,2450000,2387000,2123500,4930000,3977000,103.77,23609.90652404356,23002.794641996723,20463.52510359449,47508.91394429989,38325.14214127397
2022-01-14,2451000,2385000,2124400,4953500,4020800,103.84,23603.62095531587,22968.027734976888,20458.397534668722,47703.19722650231,38721.109399075496
2022-01-17,2452000,2389000,2130000,4960000,4000000,103.84,23613.251155624035,23006.548536209553,20512.326656394453,47765.79352850539,38520.80123266564
2022-01-18,2405000,2375000,2131500,4960000,4025000,104.17,23087.261207641353,22799.270423346454,20461.745224152826,47614.47633675722,38638.76355956609
2022-01-19,2435000,2375000,2135000,4900000,4105000,104.24,23359.55487336915,22783.960092095167,20481.580966999234,47006.90713737529,39380.27628549501
2022-01-20,2430000,2390000,2140000,4945000,4143500,104.31,23295.944779982743,22912.472437925415,20515.770300067106,47406.76828683731,39722.94123286358
2022-01-21,2450000,2370000,2150000,4998700,4070000,104.34,23480.927736246886,22714.203565267395,20605.712095073795,47907.80141843972,39007.09219858156
2022-01-25,2550000,2430000,2190000,5012000,4010000,104.62,24373.924679793538,23226.916459567958,20932.9000191168,47906.709998088314,38329.19135920474
2022-01-26,2540000,2430000,2195000,5068000,4075500,104.7,24259.78987583572,23209.16905444126,20964.66093600764,48404.96657115568,38925.50143266476
2022-01-27,2540000,2440000,2200000,5090000,4090000,104.77,24243.58117781808,23289.10947790398,20998.377398110148,48582.609525627566,39037.89252648659
2022-01-28,2550000,2440000,2200000,5125000,4160000,104.84,24322.777565814573,23273.559710034337,20984.35711560473,48884.013735215565,39679.511636779855
2022-01-31,2523000,2454000,2250000,5140000,4180000,105.02,24023.995429442013,23366.977718529804,21424.49057322415,48943.05846505428,39801.94248714531
2022-02-01,2525000,2505000,2256000,5240000,4249300,105.12,24020.167427701672,23829.908675799084,21461.18721461187,49847.792998477926,40423.32572298325
2022-02-02,2520000,2470000,2257500,5250000,4252500,105.2,23954.372623574145,23479.08745247148,21459.12547528517,49904.94296577947,40423.00380228137
2022-02-03,2523000,2430000,2260000,5256000,4257000,105.31,23957.83876175102,23074.731744373752,21460.45009970563,49909.79014338619,40423.51153736587
2022-02-04,2525000,2472000,2262000,5260500,4313000,105.41,23954.08405274642,23451.28545678778,21459.0646048762,49905.132340385164,40916.42159187933
2022-02-07,2531500,2530000,2320000,5274000,4378000,105.68,23954.39061317184,23940.19682059046,21953.065859197577,49905.37471612415,41426.94928084784
2022-02-08,2535000,2495000,2323000,5281000,4365000,105.82,23955.77395577396,23577.77357777358,21952.371952371956,49905.499905499906,41249.29124929125
2022-02-09,2569000,2515000,2325000,5284500,4418000,105.89,24261.025592596092,23751.06242326943,21956.74756823118,49905.56237605062,41722.542260836715
2022-02-10,2570000,2540000,2327500,5290500,4486000,106.01,24242.99594377889,23960.00377322894,21955.47589850014,49905.66927648335,42316.762569568906
2022-02-11,2580000,2553000,2331000,5298000,4495000,106.15,24305.22845030617,24050.87140838436,21959.491285916156,49910.50400376825,42345.73716439001
2022-02-14,2585000,2505000,2335000,5310000,4470000,106.36,24304.249717939074,23552.087250846183,21953.742008273788,49924.783753290714,42027.077848815345
2022-02-15,2587000,2529000,2338000,5314000,4474000,106.47,24297.9242979243,23753.16990701606,21959.23734385273,49910.772987696066,42021.22663661125
2022-02-16,2563700,2553000,2340000,5400000,4553000,106.58,24054.231563145055,23953.837492963034,21955.338712704073,50666.16626008632,42719.08425595797
2022-02-17,2575000,2555000,2342500,5400000,4570000,106.67,24139.87062904284,23952.376488234742,21960.251242148683,50623.41801818693,42842.41117465079
2022-02-18,2580000,2569000,2345000,5420000,4583000,106.78,24161.828057688705,24058.81251170631,21961.041393519386,50758.56902041581,42920.02247611912
