fecha,maiz_ars,trigo_ars,soja_ars,tipo_cambio_usd,maiz_usd,trigo_usd,soja_usd
2021-12-14,21940.0,24380.0,36570.0,101.78,215.56,239.54,359.3
2021-12-15,22000.0,24180.0,36480.0,101.82,216.07,237.48,358.28
2021-12-16,22070.0,24410.0,36850.0,101.9,216.58,239.55,361.63
2021-12-17,22300.0,24700.0,37050.0,101.98,218.67,242.2,363.31
2021-12-20,22450.0,24970.0,36950.0,102.13,219.82,244.49,361.79
2021-12-21,22650.0,25000.0,37350.0,102.24,221.54,244.52,365.32
2021-12-22,23060.0,24850.0,37600.0,102.26,225.5,243.01,367.69
2021-12-23,22700.0,24700.0,37780.0,102.3,221.9,241.45,369.31
2021-12-27,23000.0,24750.0,38500.0,102.54,224.3,241.37,375.46
2021-12-28,23000.0,24600.0,38820.0,102.62,224.13,239.72,378.29
2021-12-29,23050.0,24600.0,38600.0,102.68,224.48,239.58,375.93
2021-12-30,22900.0,24400.0,37800.0,102.72,222.94,237.54,367.99
2022-01-03,23050.0,24400.0,38300.0,103.0,223.79,236.89,371.84
2022-01-04,23150.0,24280.0,38890.0,103.09,224.56,235.52,377.24
2022-01-05,23676.0,24400.0,39150.0,103.14,229.55,236.57,379.58
2022-01-11,23773.0,24360.0,39850.0,103.56,229.56,235.23,384.8
2022-01-12,23850.0,24470.0,40250.0,103.68,230.03,236.01,388.21
2022-01-13,23870.0,24500.0,39770.0,103.77,230.03,236.1,383.25
2022-01-14,23850.0,24510.0,40208.0,103.84,229.68,236.04,387.21
2022-01-17,23890.0,24520.0,40000.0,103.84,230.07,236.13,385.21
2022-01-18,23750.0,24050.0,40250.0,104.17,227.99,230.87,386.39
2022-01-19,23750.0,24350.0,41050.0,104.24,227.84,233.6,393.8
2022-01-21,23700.0,24500.0,40700.0,104.34,227.14,234.81,390.07
2022-01-24,23800.0,24500.0,40000.0,104.53,227.69,234.38,382.67
2022-01-25,24300.0,25500.0,40100.0,104.62,232.27,243.74,383.29
2022-01-26,24300.0,25400.0,40755.0,104.7,232.09,242.6,389.26
2022-01-27,24400.0,25400.0,40900.0,104.77,232.89,242.44,390.38
2022-01-31,24540.0,25230.0,41800.0,105.02,233.67,240.24,398.02
2022-02-01,25050.0,25250.0,42493.0,105.12,238.3,240.2,404.23
2022-02-02,24700.0,25200.0,42525.0,105.2,234.79,239.54,404.23
2022-02-03,24300.0,25230.0,42570.0,105.31,230.75,239.58,404.24
2022-02-07,25300.0,25315.0,43780.0,105.68,239.4,239.54,414.27
2022-02-08,24950.0,25350.0,43650.0,105.82,235.78,239.56,412.49
2022-02-09,25150.0,25690.0,44180.0,105.89,237.51,242.61,417.23
2022-02-10,25400.0,25700.0,44860.0,106.01,239.6,242.43,423.17
2022-02-14,25050.0,25850.0,44700.0,106.36,235.52,243.04,420.27
2022-02-15,25290.0,25870.0,44740.0,106.47,237.53,242.98,420.21
2022-02-16,25530.0,25637.0,45530.0,106.58,239.54,240.54,427.19
2022-02-17,25550.0,25750.0,45700.0,106.67,239.52,241.4,428.42
2022-02-18,25690.0,25800.0,45830.0,106.78,240.59,241.62,429.2
2022-02-21,26175.0,25850.0,45830.0,106.78,245.13,242.09,429.2
2022-02-22,26650.0,26750.0,46550.0,107.19,248.62,249.56,434.28
2022-02-23,26770.0,27500.0,47540.0,107.28,249.53,256.34,443.14
2022-02-24,27870.0,30000.0,48130.0,107.38,259.55,279.38,448.22
2022-02-25,26200.0,28960.0,46900.0,107.45,243.83,269.52,436.48
2022-03-02,29625.0,32535.0,49340.0,107.93,274.48,301.45,457.15
2022-03-03,31200.0,34180.0,50500.0,108.03,288.81,316.39,467.46
2022-03-04,32380.0,35600.0,50620.0,108.13,299.45,329.23,468.14
2022-03-07,31630.0,35390.0,51305.0,108.44,291.68,326.36,473.12
2022-03-08,32450.0,35650.0,52990.0,108.56,298.91,328.39,488.12
2022-03-09,32540.0,35650.0,54000.0,108.68,299.41,328.03,496.87
2022-03-10,33114.0,35855.0,54250.0,108.77,304.44,329.64,498.76
2022-03-11,33075.0,35800.0,53800.0,108.88,303.77,328.8,494.12
2022-03-14,31600.0,34700.0,50800.0,109.2,289.38,317.77,465.2
2022-03-15,31650.0,34600.0,51000.0,109.32,289.52,316.5,466.52
2022-03-16,30300.0,33310.0,50000.0,109.41,276.94,304.45,457.0
2022-03-17,30330.0,32850.0,49800.0,109.51,276.96,299.97,454.75
2022-03-18,29565.0,32850.0,48180.0,109.7,269.51,299.45,439.2
2022-03-21,29640.0,33700.0,48840.0,109.97,269.53,306.45,444.12
2022-03-22,29665.0,34600.0,49160.0,110.07,269.51,314.35,446.62
2022-03-23,29150.0,34600.0,49700.0,110.18,264.57,314.03,451.08
2022-03-28,27850.0,34300.0,48200.0,110.68,251.63,309.9,435.49
2022-03-29,27100.0,33180.0,46900.0,110.82,244.54,299.4,423.21
2022-03-30,27610.0,33980.0,47600.0,110.89,248.99,306.43,429.25
2022-03-31,27700.0,34240.0,47100.0,111.01,249.53,308.44,424.29
2022-04-01,27510.0,34385.0,46030.0,111.12,247.57,309.44,414.24
2022-04-04,28400.0,34800.0,46775.0,111.57,254.55,311.91,419.24
2022-04-05,28700.0,35680.0,47600.0,111.7,256.94,319.43,426.14
2022-04-06,28650.0,35720.0,47120.0,111.83,256.19,319.41,421.35
2022-04-07,28650.0,36270.0,48060.0,111.97,255.87,323.93,429.22
2022-04-08,28900.0,36800.0,48710.0,112.16,257.67,328.1,434.29
2022-04-11,29000.0,37500.0,48320.0,112.58,257.59,333.1,429.21
2022-04-12,29265.0,38050.0,48970.0,112.76,259.53,337.44,434.29
2022-04-13,29250.0,38350.0,49620.0,112.97,258.92,339.47,439.23
2022-04-18,29830.0,39500.0,50475.0,113.63,262.52,347.62,444.2
2022-04-19,30580.0,40250.0,50550.0,113.78,268.76,353.75,444.28
2022-04-20,30715.0,41180.0,50965.0,113.96,269.52,361.35,447.22
2022-04-21,30800.0,41450.0,51150.0,114.09,269.96,363.31,448.33
2022-04-22,30540.0,42190.0,50750.0,114.23,267.36,369.34,444.28
2022-04-25,30110.0,42250.0,50200.0,114.68,262.56,368.42,437.74
2022-04-26,30955.0,42420.0,50560.0,114.85,269.53,369.35,440.23
2022-04-27,31300.0,42900.0,51105.0,115.04,272.08,372.91,444.24
2022-04-28,31620.0,43600.0,50600.0,115.18,274.53,378.54,439.31
2022-04-29,32230.0,43740.0,50275.0,115.31,279.51,379.33,436.0
2022-05-03,31000.0,43400.0,48700.0,115.87,267.54,374.56,420.3
2022-05-04,30560.0,43450.0,48670.0,116.02,263.4,374.5,419.5
2022-05-05,30700.0,43500.0,49300.0,116.16,264.29,374.48,424.41
2022-05-06,30750.0,44000.0,48850.0,116.3,264.4,378.33,420.03
2022-05-09,30200.0,44150.0,48490.0,116.75,258.67,378.16,415.33
2022-05-10,30350.0,43770.0,49100.0,116.93,259.56,374.33,419.91
2022-05-11,30680.0,43900.0,49450.0,117.08,262.04,374.96,422.36
2022-05-12,30500.0,44500.0,49280.0,117.25,260.13,379.53,420.3
2022-05-13,30715.0,44430.0,50050.0,117.43,261.56,378.35,426.21
2022-05-16,31700.0,44900.0,50250.0,117.86,268.96,380.96,426.35
2022-05-17,31820.0,45380.0,50350.0,118.07,269.5,384.35,426.44
2022-05-19,31900.0,44895.0,50560.0,118.34,269.56,379.37,427.24
2022-05-20,31940.0,44350.0,50390.0,118.48,269.58,374.32,425.3
2022-05-23,32060.0,44050.0,50110.0,118.94,269.55,370.35,421.3
2022-05-24,32105.0,43640.0,50540.0,119.11,269.54,366.38,424.31
2022-05-26,32450.0,43750.0,51260.0,119.41,271.75,366.38,429.28
2022-05-27,32900.0,44160.0,51400.0,119.55,275.2,369.39,429.95
2022-05-30,32700.0,44330.0,51520.0,119.55,273.53,370.81,430.95
2022-05-31,31800.0,44150.0,50500.0,120.2,264.56,367.3,420.13
2022-06-01,31800.0,43250.0,49960.0,120.32,264.3,359.46,415.23
2022-06-02,30790.0,43890.0,50510.0,120.46,255.6,364.35,419.31
2022-06-03,31800.0,43600.0,50120.0,120.68,263.51,361.29,415.31
2022-06-06,31400.0,44000.0,50180.0,121.11,259.27,363.31,414.33
2022-06-07,31960.0,44070.0,50330.0,121.29,263.5,363.34,414.96
2022-06-08,32070.0,44250.0,50800.0,121.45,264.06,364.35,418.28
2022-06-09,31930.0,44200.0,51000.0,121.62,262.54,363.43,419.34
2022-06-10,31610.0,44250.0,50460.0,121.79,259.55,363.33,414.32
2022-06-13,31020.0,43960.0,49450.0,122.3,253.64,359.44,404.33
2022-06-14,31050.0,43300.0,49100.0,122.5,253.47,353.47,400.82
2022-06-15,30625.0,43180.0,49370.0,122.7,249.59,351.92,402.36
2022-06-16,31275.0,44040.0,49456.0,122.92,254.43,358.28,402.34
2022-06-21,29950.0,42600.0,48500.0,123.67,242.18,344.47,392.17
2022-06-22,30300.0,42700.0,47700.0,123.85,244.65,344.77,385.14
2022-06-24,29550.0,41930.0,47800.0,124.24,237.85,337.49,384.74
2022-06-27,29600.0,41710.0,47940.0,124.71,237.35,334.46,384.41
2022-06-28,29800.0,41750.0,48300.0,124.87,238.65,334.35,386.8
2022-06-29,29850.0,41830.0,48850.0,125.04,238.72,334.53,390.67
2022-07-06,27200.0,39880.0,46800.0,126.39,215.21,315.53,370.28
2022-07-08,30130.0,43550.0,49120.0,126.8,237.62,343.45,387.38
2022-07-11,30260.0,43600.0,50250.0,127.35,237.61,342.36,394.58
2022-07-12,29050.0,43000.0,48660.0,127.59,227.68,337.02,381.38
2022-07-15,29050.0,43350.0,48900.0,128.25,226.51,338.01,381.29
2022-07-19,28900.0,43100.0,49250.0,129.14,223.79,333.75,381.37
2022-07-21,28200.0,42430.0,48250.0,129.58,217.63,327.44,372.36
2022-07-25,27500.0,39060.0,48825.0,130.4,210.89,299.54,374.42
2022-07-28,30310.0,40585.0,51190.0,131.12,231.16,309.53,390.41
2022-07-29,30310.0,40760.0,51800.0,131.27,230.9,310.51,394.61
2022-08-02,29040.0,40260.0,49600.0,132.2,219.67,304.54,375.19
2022-08-03,29088.0,40330.0,49200.0,132.42,219.66,304.56,371.55
2022-08-04,29800.0,40395.0,50850.0,132.64,224.67,304.55,383.37
2022-08-05,29890.0,40470.0,50500.0,132.89,224.92,304.54,380.01
2022-08-08,29870.0,39600.0,51350.0,133.57,223.63,296.47,384.44
2022-08-09,30100.0,40150.0,52200.0,133.85,224.88,299.96,389.99
2022-08-10,30780.0,40800.0,52625.0,134.05,229.62,304.36,392.58
2022-08-11,30840.0,41000.0,53160.0,134.27,229.69,305.35,395.92
2022-08-12,30500.0,41100.0,53200.0,134.59,226.61,305.37,395.27
2022-08-16,29450.0,40540.0,51080.0,135.33,217.62,299.56,377.45
2022-08-17,29650.0,40600.0,51560.0,135.53,218.77,299.56,380.43
2022-08-18,30050.0,40450.0,51650.0,135.8,221.28,297.86,380.34
2022-08-22,30290.0,38340.0,52390.0,136.64,221.68,280.59,383.42
2022-08-24,31025.0,39200.0,52930.0,137.15,226.21,285.82,385.93
2022-08-25,30700.0,39250.0,51700.0,137.4,223.44,285.66,376.27
2022-08-26,30600.0,39325.0,53075.0,137.7,222.22,285.58,385.44
2022-08-29,31550.0,38950.0,52620.0,138.32,228.09,281.59,380.42
2022-09-06,32600.0,42100.0,69050.0,140.56,231.93,299.52,491.25
2022-09-07,32600.0,42200.0,68950.0,140.8,231.53,299.72,489.7
2023-03-07,50870.0,59000.0,89800.0,199.68,254.76,295.47,449.72
2023-04-17,52750.0,60470.0,100500.0,216.38,243.78,279.46,464.46
2023-05-03,47200.0,62940.0,100500.0,225.2,209.59,279.48,446.27
2023-05-04,47870.0,63080.0,100600.0,225.7,212.1,279.49,445.72
2023-05-05,47990.0,66175.0,102900.0,226.25,212.11,292.49,454.81
2023-05-08,48500.0,65900.0,104300.0,227.65,213.05,289.48,458.16
2023-05-09,48050.0,66000.0,105300.0,228.05,210.7,289.41,461.74
2023-05-10,48400.0,66400.0,110000.0,228.5,211.82,290.59,481.4
2023-05-11,48500.0,67000.0,110000.0,229.0,211.79,292.58,480.35
2023-05-29,48700.0,76500.0,99000.0,235.75,206.57,324.5,419.94
2023-05-31,48600.0,76500.0,95000.0,239.5,202.92,319.42,396.66
2023-07-24,49650.0,74500.0,99000.0,271.0,183.21,274.91,365.31
2023-07-27,62750.0,73100.0,100000.0,273.1,229.77,267.67,366.17
2023-08-15,60000.0,84000.0,122000.0,350.0,171.43,240.0,348.57
2023-08-16,60950.0,84000.0,125500.0,349.9501,174.17,240.03,358.62
2023-11-07,92000.0,103000.0,181000.0,350.0,262.86,294.29,517.14
2023-11-09,91900.0,100000.0,178000.0,349.9501,262.61,285.76,508.64
2023-11-10,92000.0,101000.0,180000.0,349.9501,262.89,288.61,514.36
2023-11-13,94500.0,102000.0,189000.0,349.9501,270.04,291.47,540.08
2023-11-14,95000.0,105000.0,189000.0,350.1,271.35,299.91,539.85
2023-11-15,95000.0,106500.0,190000.0,352.9501,269.16,301.74,538.32
2023-11-21,105000.0,120000.0,223500.0,355.9501,294.99,337.13,627.9
2023-11-22,114000.0,130000.0,239000.0,356.4501,319.82,364.71,670.5
2023-11-23,119800.0,135000.0,238000.0,356.4501,336.09,378.73,667.7
2023-11-24,122000.0,134900.0,240000.0,357.6,341.16,377.24,671.14
2023-11-27,116000.0,125000.0,225000.0,359.0,323.12,348.19,626.74
2023-11-28,112000.0,122000.0,220000.0,359.5,311.54,339.36,611.96
2023-11-29,111000.0,122000.0,218000.0,360.0,308.33,338.89,605.56
2023-11-30,111000.0,122000.0,210000.0,360.5,307.91,338.42,582.52
2023-12-13,144000.0,160000.0,258000.0,799.9501,180.01,200.01,322.52
2023-12-14,149600.0,173000.0,268000.0,800.5001,186.88,216.11,334.79
2023-12-15,150000.0,175000.0,265000.0,801.1001,187.24,218.45,330.8
2023-12-18,149500.0,179900.0,265000.0,802.6001,186.27,224.15,330.18
2023-12-19,150000.0,180000.0,265000.0,803.1501,186.76,224.12,329.95
2023-12-20,150000.0,178500.0,262000.0,803.7001,186.64,222.1,325.99
2023-12-21,150000.0,181300.0,261000.0,804.2001,186.52,225.44,324.55
2023-12-22,150000.0,184500.0,260000.0,804.7501,186.39,229.26,323.08
2023-12-26,150000.0,184500.0,262000.0,806.8501,185.91,228.67,324.72
2023-12-27,150000.0,185000.0,264000.0,807.4001,185.78,229.13,326.98
2023-12-29,151000.0,184500.0,265000.0,828.25,182.31,222.76,319.95
2024-01-02,150000.0,183800.0,261000.0,830.25,180.67,221.38,314.36
2024-01-03,150500.0,180000.0,264500.0,831.0,181.11,216.61,318.29
2024-01-04,154900.0,179950.0,265000.0,831.5,186.29,216.42,318.7
2024-01-05,156000.0,179900.0,266500.0,832.0,187.5,216.23,320.31
2024-01-08,158000.0,178800.0,270000.0,833.5,189.56,214.52,323.94
2024-01-09,160000.0,179500.0,275000.0,834.0,191.85,215.23,329.74
2024-01-10,160000.0,177500.0,275000.0,834.5,191.73,212.7,329.54
2024-01-11,160000.0,179900.0,275500.0,835.0,191.62,215.45,329.94
2024-01-12,157000.0,179000.0,270500.0,835.5,187.91,214.24,323.76
2024-01-15,154500.0,176000.0,270000.0,837.25,184.53,210.21,322.48
2024-01-16,155000.0,176000.0,275000.0,837.75,185.02,210.09,328.26
2024-01-17,155000.0,179800.0,275000.0,838.25,184.91,214.49,328.06
2024-01-18,155000.0,180000.0,275000.0,838.75,184.8,214.61,327.87
2024-01-19,155000.0,180000.0,274500.0,839.25,184.69,214.48,327.08
2024-01-22,154800.0,181000.0,274000.0,840.75,184.12,215.28,325.9
2024-01-23,155000.0,181900.0,275000.0,841.25,184.25,216.23,326.89
2024-01-24,155000.0,184400.0,275000.0,841.75,184.14,219.07,326.7
2024-01-25,155500.0,184900.0,275000.0,842.25,184.62,219.53,326.51
2024-01-26,155000.0,185000.0,267500.0,842.75,183.92,219.52,317.41
2024-01-29,154000.0,180000.0,265000.0,844.5,182.36,213.14,313.8
2024-01-30,155000.0,184900.0,269500.0,845.0,183.43,218.82,318.93
2024-01-31,155000.0,184900.0,269500.0,845.5,183.32,218.69,318.75
2024-02-01,154900.0,183000.0,265500.0,846.0,183.1,216.31,313.83
2024-02-02,152000.0,188800.0,265500.0,846.5,179.56,223.04,313.64
2024-02-05,151000.0,181800.0,265300.0,848.0,178.07,214.39,312.85
2024-02-06,150000.0,181800.0,265000.0,848.5,176.78,214.26,312.32
2024-02-07,151000.0,181000.0,261950.0,849.0,177.86,213.19,308.54
2024-02-08,150000.0,183000.0,261000.0,849.5,176.57,215.42,307.24
2024-02-09,148000.0,184900.0,260000.0,850.0,174.12,217.53,305.88
2024-02-14,149800.0,180000.0,253000.0,853.0,175.62,211.02,296.6
2024-02-15,147500.0,180000.0,250000.0,853.5,172.82,210.9,292.91
2024-02-16,144400.0,175500.0,250000.0,854.0,169.09,205.5,292.74
2024-02-19,141500.0,171000.0,245000.0,855.5,165.4,199.88,286.38
2024-02-20,143000.0,170000.0,247300.0,856.0,167.06,198.6,288.9
2024-02-21,140800.0,170000.0,245000.0,856.5,164.39,198.48,286.05
2024-02-22,139500.0,170000.0,240000.0,857.0,162.78,198.37,280.05
2024-02-23,135000.0,170000.0,240000.0,857.5,157.43,198.25,279.88
2024-02-26,135100.0,170000.0,240000.0,859.5,157.18,197.79,279.23
2024-02-27,139800.0,170000.0,241000.0,860.0,162.56,197.67,280.23
2024-02-28,140500.0,170000.0,242500.0,860.5,163.28,197.56,281.81
2024-02-29,141000.0,170000.0,243500.0,861.0,163.76,197.44,282.81
2024-03-01,144000.0,169500.0,248000.0,861.5,167.15,196.75,287.87
2024-03-04,144000.0,170500.0,249000.0,863.0,166.86,197.57,288.53
2024-03-05,144000.0,170500.0,250000.0,864.0,166.67,197.34,289.35
2024-03-06,144500.0,170000.0,250000.0,864.5,167.15,196.65,289.18
2024-03-07,146000.0,170000.0,249500.0,865.0,168.79,196.53,288.44
2024-03-08,147000.0,169900.0,250000.0,865.5,169.84,196.3,288.85
2024-03-11,147000.0,169900.0,248000.0,867.0,169.55,195.96,286.04
2024-03-12,149000.0,170000.0,250000.0,867.5,171.76,195.97,288.18
2024-03-13,150000.0,170000.0,251000.0,868.5,172.71,195.74,289.0
2024-03-14,151500.0,169800.0,251950.0,869.0,174.34,195.4,289.93
2024-03-15,150000.0,170000.0,251000.0,869.5,172.51,195.51,288.67
2024-03-18,149000.0,170000.0,253000.0,871.0,171.07,195.18,290.47
2024-03-19,150000.0,171000.0,256000.0,871.5,172.12,196.21,293.75
2024-03-20,151000.0,172000.0,260000.0,872.0,173.17,197.25,298.17
2024-03-21,151000.0,172000.0,264000.0,872.5,173.07,197.13,302.58
2024-03-22,149000.0,172000.0,259500.0,873.5,170.58,196.91,297.08
2024-03-25,145000.0,172000.0,254900.0,875.0,165.71,196.57,291.31
2024-03-26,145000.0,172000.0,250000.0,875.5,165.62,196.46,285.55
2024-03-27,141000.0,172000.0,245000.0,876.0,160.96,196.35,279.68
2024-04-03,143700.0,171000.0,242000.0,880.0,163.3,194.32,275.0
2024-04-04,145000.0,174000.0,245000.0,880.5,164.68,197.61,278.25
2024-04-05,145000.0,175000.0,250000.0,881.5,164.49,198.53,283.61
2024-04-08,147000.0,175000.0,247500.0,883.0,166.48,198.19,280.29
2024-04-09,149000.0,175000.0,250000.0,883.5,168.65,198.08,282.97
2024-04-10,150000.0,178000.0,250500.0,884.0,169.68,201.36,283.37
2024-04-11,150500.0,180000.0,251000.0,884.5,170.15,203.5,283.78
2024-04-12,152500.0,185000.0,252500.0,885.5,172.22,208.92,285.15
2024-04-15,151000.0,185500.0,251000.0,887.0,170.24,209.13,282.98
2024-04-16,152000.0,189800.0,251000.0,887.5,171.27,213.86,282.82
2024-04-17,154000.0,191000.0,251000.0,888.0,173.42,215.09,282.66
2024-04-18,154000.0,191500.0,249800.0,888.5,173.33,215.53,281.15
2024-04-19,155000.0,193000.0,250000.0,890.0,174.16,216.85,280.9
2024-04-22,156500.0,197000.0,250000.0,892.0,175.45,220.85,280.27
2024-04-23,158000.0,197500.0,250500.0,892.0,177.13,221.41,280.83
2024-04-24,158500.0,200000.0,250500.0,892.5,177.59,224.09,280.67
2024-04-25,159700.0,200000.0,251500.0,893.0,178.84,223.96,281.63
2024-04-26,160000.0,200000.0,252000.0,894.0,178.97,223.71,281.88
2024-04-29,158000.0,200000.0,252000.0,895.5,176.44,223.34,281.41
2024-05-02,160000.0,200000.0,255000.0,897.0,178.37,222.97,284.28
2024-05-03,163000.0,210000.0,261000.0,897.5,181.62,233.98,290.81
2024-05-06,165000.0,210000.0,265000.0,899.0,183.54,233.59,294.77
2024-05-07,167000.0,210000.0,271500.0,899.5,185.66,233.46,301.83
2024-05-08,165000.0,211000.0,274000.0,900.5,183.23,234.31,304.28
2024-05-09,160000.0,218000.0,260000.0,901.0,177.58,241.95,288.57
2024-05-10,162000.0,220000.0,260000.0,901.5,179.7,244.04,288.41
2024-05-13,164700.0,220500.0,261800.0,903.0,182.39,244.19,289.92
2024-05-14,165000.0,230000.0,263500.0,904.0,182.52,254.42,291.48
2024-05-15,160500.0,232000.0,269900.0,904.5,177.45,256.5,298.4
2024-05-16,156500.0,234000.0,270500.0,905.0,172.93,258.56,298.9
2024-05-17,154000.0,238000.0,272000.0,905.5,170.07,262.84,300.39
2024-05-20,154500.0,235000.0,277000.0,907.5,170.25,258.95,305.23
2024-05-21,155000.0,237000.0,278000.0,908.0,170.7,261.01,306.17
2024-05-22,157000.0,242000.0,284500.0,908.5,172.81,266.37,313.15
2024-05-23,162000.0,247000.0,289000.0,909.0,178.22,271.73,317.93
2024-05-24,163000.0,248500.0,285000.0,909.5,179.22,273.23,313.36
2024-05-27,163000.0,249000.0,285000.0,911.5,178.83,273.18,312.67
2024-05-28,163000.0,249000.0,285000.0,912.5,178.63,272.88,312.33
2024-05-29,162500.0,249000.0,289500.0,913.0,177.98,272.73,317.09
2024-05-30,159000.0,248000.0,289500.0,913.0,174.15,271.63,317.09
2024-05-31,158000.0,246000.0,290000.0,914.0,172.87,269.15,317.29
2024-06-03,158000.0,240000.0,285000.0,916.0,172.49,262.01,311.14
2024-06-04,160000.0,240000.0,282000.0,916.5,174.58,261.87,307.69
2024-06-05,161500.0,238000.0,282000.0,916.5,176.21,259.68,307.69
2024-06-06,165000.0,235000.0,290000.0,918.0,179.74,255.99,315.9
2024-06-07,163500.0,233000.0,285000.0,918.0,178.1,253.81,310.46
2024-06-10,165000.0,229500.0,290000.0,920.5,179.25,249.32,315.05
2024-06-11,165000.0,230000.0,291000.0,921.0,179.15,249.73,315.96
2024-06-12,165500.0,230000.0,292000.0,921.5,179.6,249.59,316.87
2024-06-13,166800.0,230000.0,293000.0,921.5,181.01,249.59,317.96
2024-06-14,165000.0,229900.0,293000.0,922.0,178.96,249.35,317.79
2024-06-18,164000.0,224900.0,285000.0,924.0,177.49,243.4,308.44
2024-06-24,159000.0,220000.0,286000.0,927.0,171.52,237.32,308.52
2024-06-25,159000.0,219800.0,280000.0,927.5,171.43,236.98,301.89
2024-06-26,162000.0,220000.0,281000.0,928.0,174.57,237.07,302.8
2024-06-27,162300.0,220000.0,280000.0,929.5,174.61,236.69,301.24
2024-06-28,159500.0,219800.0,280000.0,930.5,171.41,236.22,300.91
2024-07-01,159500.0,219800.0,283500.0,932.5,171.05,235.71,304.02
2024-07-02,160500.0,226000.0,286500.0,933.0,172.03,242.23,307.07
2024-07-03,160000.0,229900.0,286500.0,933.5,171.4,246.28,306.91
2024-07-04,157500.0,230000.0,285500.0,934.0,168.63,246.25,305.67
2024-07-05,156200.0,230500.0,290000.0,934.5,167.15,246.66,310.33
2024-07-08,150000.0,228000.0,281000.0,936.5,160.17,243.46,300.05
2024-07-10,150000.0,227000.0,280000.0,937.5,160.0,242.13,298.67
2024-07-11,154850.0,227500.0,285000.0,938.0,165.09,242.54,303.84
2024-07-12,155000.0,229000.0,285500.0,940.0,164.89,243.62,303.72
2024-07-15,150500.0,230000.0,280500.0,940.5,160.02,244.55,298.25
2024-07-16,151500.0,227000.0,285000.0,941.0,161.0,241.23,302.87
2024-07-17,153500.0,227000.0,285000.0,942.0,162.95,240.98,302.55
2024-07-18,150500.0,226500.0,285500.0,942.5,159.68,240.32,302.92
2024-07-19,151000.0,230000.0,285500.0,944.5,159.87,243.52,302.28
2024-07-22,155000.0,230000.0,290000.0,946.0,163.85,243.13,306.55
2024-07-23,160000.0,230000.0,290000.0,946.0,169.13,243.13,306.55
2024-07-24,160000.0,230000.0,290000.0,946.5,169.04,243.0,306.39
2024-07-25,160000.0,230000.0,293500.0,947.5,168.87,242.74,309.76
2024-07-26,155800.0,231000.0,285000.0,950.0,164.0,243.16,300.0
2024-07-29,154900.0,231000.0,285000.0,950.5,162.97,243.03,299.84
2024-07-30,155000.0,231000.0,285000.0,951.0,162.99,242.9,299.68
2024-07-31,152000.0,231000.0,282000.0,951.5,159.75,242.77,296.37
2024-08-02,155000.0,231000.0,285500.0,953.5,162.56,242.27,299.42
2024-08-05,160000.0,232000.0,290000.0,954.0,167.71,243.19,303.98
2024-08-06,160000.0,235000.0,290000.0,954.5,167.63,246.2,303.82
2024-08-07,160000.0,239000.0,287000.0,955.5,167.45,250.13,300.37
2024-08-08,160000.0,240000.0,285000.0,955.5,167.45,251.18,298.27
2024-08-09,160000.0,240000.0,285000.0,957.5,167.1,250.65,297.65
2024-08-13,160000.0,230000.0,280000.0,958.5,166.93,239.96,292.12
2024-08-14,160000.0,230000.0,280000.0,959.0,166.84,239.83,291.97
2024-08-15,160000.0,230000.0,285000.0,960.0,166.67,239.58,296.88
2024-08-16,160000.0,230000.0,285000.0,962.0,166.32,239.09,296.26
2024-08-19,161000.0,230000.0,289300.0,963.0,167.19,238.84,300.42
2024-08-20,161800.0,230000.0,291000.0,963.0,168.02,238.84,302.18
2024-08-21,163000.0,230000.0,293000.0,963.5,169.17,238.71,304.1
2024-08-22,163000.0,230000.0,290000.0,964.0,169.09,238.59,300.83
2024-08-23,163000.0,228000.0,291000.0,966.0,168.74,236.02,301.24
2024-08-26,163000.0,225000.0,293500.0,968.0,168.39,232.44,303.2
2024-08-27,165000.0,230000.0,297000.0,969.5,170.19,237.24,306.34
2024-08-28,165000.0,225000.0,295000.0,969.5,170.19,232.08,304.28
2024-08-29,165000.0,225000.0,300000.0,970.0,170.1,231.96,309.28
2024-08-30,165000.0,223000.0,297000.0,972.0,169.75,229.42,305.56
2024-09-02,165000.0,220000.0,295000.0,973.0,169.58,226.1,303.19
2024-09-03,169500.0,220000.0,300000.0,973.0,174.2,226.1,308.32
2024-09-04,170000.0,220000.0,300000.0,973.5,174.63,225.99,308.17
2024-09-09,165000.0,214000.0,295000.0,977.0,168.88,219.04,301.94
2024-09-10,166500.0,214000.0,293800.0,978.0,170.25,218.81,300.41
2024-09-11,167000.0,211000.0,295000.0,978.0,170.76,215.75,301.64
2024-09-12,167000.0,214000.0,297000.0,978.5,170.67,218.7,303.53
2024-09-17,166250.0,205000.0,295000.0,982.0,169.3,208.76,300.41
2024-09-19,169500.0,205000.0,300000.0,983.5,172.34,208.44,305.03
2024-09-20,169500.0,205000.0,300000.0,985.0,172.08,208.12,304.57
2024-09-23,170000.0,205000.0,300000.0,985.5,172.5,208.02,304.41
2024-09-24,170000.0,195000.0,300000.0,986.0,172.41,197.77,304.26
2024-10-02,181800.0,210000.0,315000.0,991.0,183.45,211.91,317.86
2024-10-03,181500.0,210000.0,310000.0,992.5,182.87,211.59,312.34
2024-10-04,180500.0,210000.0,310000.0,994.0,181.59,211.27,311.87
2024-10-07,180000.0,210000.0,305000.0,995.0,180.9,211.06,306.53
2024-10-08,180000.0,210000.0,305000.0,995.5,180.81,210.95,306.38
